aix	0 5 9 11 15 18 27 33 38 41 49 54 65 66 74 78 80 89 92 95 
ajax	11 13 17 18 20 25 32 35 37 38 41 46 49 52 74 79 80 92 99 
ajc	2 6 11 13 15 16 19 21 28 31 33 43 46 53 57 66 69 70 80 86 96 
ajp	1 3 9 12 16 32 36 38 41 43 44 46 48 50 52 61 63 66 77 80 83 92 97 
aka	1 2 15 20 22 34 37 38 41 46 53 60 63 70 75 76 80 82 85 87 88 95 98 
ala	5 11 21 29 36 38 41 42 44 53 57 63 65 66 68 72 78 85 98 
alabama	1 6 9 13 14 16 19 21 23 27 34 37 51 59 60 67 68 76 81 89 90 97 
alamos	0 4 6 9 11 34 38 47 51 59 63 65 67 74 76 83 84 88 
alan	1 13 22 25 27 28 32 35 37 42 51 57 60 63 64 67 76 79 82 85 87 98 
albania	0 14 17 19 20 23 27 28 36 38 46 51 60 62 65 70 73 84 87 89 90 94 99 
albany	2 9 13 19 21 38 40 46 49 51 59 60 67 71 76 86 89 90 98 
albert	2 10 13 14 17 22 25 27 31 37 43 51 55 60 67 74 76 78 80 82 87 93 95 98 
alberta	1 5 10 13 16 19 20 23 24 29 30 32 37 38 43 46 51 57 60 74 76 81 87 89 90 93 95 96 
album	1 13 18 20 22 26 28 44 53 59 60 63 72 75 79 83 85 87 95 97 
albums	1 13 18 26 28 31 44 50 53 60 63 64 72 77 79 83 87 95 97 
albuquerque	0 2 6 9 11 13 14 18 31 33 34 41 49 59 67 68 71 74 76 78 89 98 
alcohol	1 5 7 10 16 18 20 27 28 33 39 44 46 49 51 56 60 67 76 78 86 
alert	0 3 4 11 16 19 24 33 37 51 60 62 67 72 75 88 94 96 
alerts	0 4 9 11 16 24 33 35 51 60 62 67 70 72 75 77 80 82 88 90 92 94 96 
alessandro	0 3 17 20 22 25 31 41 45 48 52 55 57 60 66 70 74 80 82 92 
alex	2 6 13 14 17 22 25 28 31 35 37 41 48 51 52 60 64 79 80 87 91 95 98 
alexander	2 4 10 14 17 19 22 47 48 51 60 63 67 74 78 80 82 87 93 
alfred	2 8 10 13 15 17 21 22 25 27 32 37 40 51 53 55 57 63 67 68 74 76 78 82 87 90 93 96 
algebra	2 8 12 15 17 23 25 27 34 46 53 60 63 67 68 72 74 78 80 83 86 91 92 
algebraic	5 6 12 15 17 25 39 43 46 50 56 60 63 67 78 80 83 86 91 92 
algorithm	0 3 12 15 16 25 27 32 36 43 46 48 60 63 65 68 74 80 85 86 89 92 96 
algorithmic	3 5 6 12 18 31 39 40 45 48 50 58 60 63 67 78 83 86 89 91 92 94 
algorithms	0 3 6 15 36 39 43 50 55 60 63 65 67 68 74 85 86 91 92 
ali	1 2 8 11 12 14 25 30 38 42 44 51 57 58 60 63 68 78 82 85 87 93 99 
alias	8 18 20 22 25 38 41 44 46 53 55 63 68 75 82 85 87 91 95 96 
alibaba	0 3 4 6 16 18 31 34 36 40 46 57 66 69 71 73 80 83 88 91 93 96 
alice	2 5 10 13 19 22 28 30 40 42 48 57 60 63 76 79 82 87 95 98 
alien	0 6 8 10 22 24 26 28 37 41 48 51 55 56 60 63 65 67 70 75 77 79 84 86 95 
alike	7 13 17 24 32 39 46 51 53 55 60 62 67 73 77 86 88 93 97 
alive	0 8 13 14 28 41 42 44 48 51 53 56 60 79 83 88 90 93 95 99 
aljazeera	1 9 11 16 33 34 38 40 46 50 53 55 58 61 73 77 80 83 94 
all	8 13 15 25 28 39 44 51 53 59 60 62 81 86 89 93 
all-star	1 2 5 6 13 20 26 31 37 43 49 60 68 77 81 85 89 
all-time	1 2 4 8 13 31 37 38 41 43 53 55 60 62 64 68 70 79 85 89 90 99 
allan	1 10 13 19 22 25 28 32 35 37 42 48 55 57 63 68 76 82 87 90 
allegations	0 6 10 21 25 27 28 42 44 51 60 63 67 86 91 93 94 99 
alleged	0 6 10 25 28 31 38 40 49 51 60 63 67 70 75 84 86 88 91 93 94 96 99 
alleges	3 6 10 25 27 28 31 33 36 40 42 49 51 59 60 63 67 75 80 84 91 93 94 
allegro	5 6 9 12 25 31 35 43 45 50 56 66 69 71 72 74 77 78 80 83 95 98 
allen	1 2 10 13 21 22 25 28 37 42 47 51 59 60 63 67 68 76 82 85 95 97 98 
allergies	3 5 9 10 16 24 27 28 30 33 39 41 44 51 53 56 62 76 81 86 88 
alley	1 16 18 21 23 26 32 37 40 46 51 54 56 59 60 63 70 72 75 82 85 95 
alliance	0 6 19 20 23 25 26 29 49 51 55 58 60 62 65 69 71 73 77 93 97 
alliances	0 6 10 17 25 26 29 35 36 49 55 56 60 62 71 73 77 83 86 97 
allied	0 3 14 17 19 29 37 49 51 55 58 60 65 77 78 80 84 87 93 97 
